video_name,frame_number,angle_group,angle_value,categories
01.mp4,14,group2,8.61456243,case0
01.mp4,15,group2,8.526917443,case0
01.mp4,16,group2,8.657298924,case0
01.mp4,17,group2,7.99389631,case0
01.mp4,18,group2,6.299189773,case0
01.mp4,19,group2,6.911550383,case0
01.mp4,20,group2,6.585094662,case0
01.mp4,21,group2,5.899097782,case0
01.mp4,22,group2,4.566391272,case0
01.mp4,23,group2,2.81373741,case0
01.mp4,24,group2,2.527996446,case0
01.mp4,25,group2,2.266420691,case0
01.mp4,26,group2,2.06417879,case0
01.mp4,27,group2,1.997304408,case0
01.mp4,28,group2,1.538978224,case0
01.mp4,29,group2,1.243599863,case0
01.mp4,30,group2,0.693742314,case0
01.mp4,31,group2,1.040900339,case0
01.mp4,32,group2,1.531956789,case0
01.mp4,33,group2,1.187032236,case0
01.mp4,34,group2,1.216634276,case0
01.mp4,35,group2,1.830128698,case0
01.mp4,36,group2,3.463377192,case0
01.mp4,37,group2,3.742841212,case0
01.mp4,38,group2,3.497931119,case0
01.mp4,39,group2,2.167150722,case0
01.mp4,40,group2,5.853499439,case0
01.mp4,41,group2,5.117806104,case0
01.mp4,42,group2,5.236712867,case0
01.mp4,43,group2,5.229698263,case0
01.mp4,44,group2,5.547110814,case0
01.mp4,45,group2,5.579397118,case0
01.mp4,46,group2,5.735337167,case0
01.mp4,47,group2,6.273713168,case0
01.mp4,48,group2,5.889685782,case0
01.mp4,49,group2,5.178109844,case0
01.mp4,50,group2,4.137209505,case0
01.mp4,51,group2,4.008009646,case0
01.mp4,52,group2,4.004621873,case0
01.mp4,53,group2,3.669348377,case0
01.mp4,54,group2,3.521003498,case0
01.mp4,55,group2,2.921661229,case0
01.mp4,56,group2,2.608572187,case0
01.mp4,57,group2,2.665180795,case0
01.mp4,58,group2,2.818149712,case0
01.mp4,59,group2,2.763323783,case0
01.mp4,60,group2,2.863748055,case0
01.mp4,61,group2,2.755885707,case0
01.mp4,62,group2,2.504766972,case0
0100.mp4,1,group1,143.5906298,case0
0100.mp4,2,group1,146.8277023,case0
0100.mp4,3,group1,147.6561769,case0
0100.mp4,4,group1,148.1449863,case0
0100.mp4,5,group1,147.913921,case0
0100.mp4,6,group1,145.9613201,case0
0100.mp4,7,group1,143.9227819,case0
0100.mp4,8,group1,140.8688267,case0
0100.mp4,9,group1,140.8688267,case0
0100.mp4,10,group1,136.9632563,case0
0100.mp4,11,group1,131.8861444,case0
0100.mp4,12,group1,116.8755743,case0
0100.mp4,13,group1,113.3614283,case0
0100.mp4,14,group1,110.3347939,case0
0100.mp4,15,group1,105.2357981,case0
0100.mp4,16,group1,99.95727084,case0
0100.mp4,17,group1,90.49934397,case0
0100.mp4,18,group1,84.63803763,case0
0100.mp4,19,group1,81.12506643,case0
0100.mp4,20,group1,76.83425963,case0
0100.mp4,21,group1,72.19867172,case0
0100.mp4,22,group1,66.5575092,case0
0100.mp4,23,group1,64.42323901,case0
0100.mp4,24,group1,64.42323901,case0
0100.mp4,25,group1,61.33901928,case0
0100.mp4,26,group1,58.1701735,case0
0100.mp4,27,group1,56.13494105,case0
0100.mp4,28,group1,51.59453524,case0
0100.mp4,29,group1,48.90929076,case0
0100.mp4,30,group1,47.25120428,case0
0100.mp4,31,group1,46.43362722,case0
0100.mp4,32,group1,45.87979109,case0
0100.mp4,33,group1,45.83443863,case0
0100.mp4,34,group1,46.67408403,case0
0100.mp4,35,group1,47.62453901,case0
0100.mp4,36,group1,49.63479687,case0
0100.mp4,37,group1,54.11446181,case0
0100.mp4,38,group1,55.92595092,case0
0100.mp4,39,group1,58.93264801,case0
0100.mp4,40,group1,58.93264801,case0
0100.mp4,41,group1,61.99892483,case0
0100.mp4,42,group1,64.44652312,case0
0100.mp4,43,group1,76.03977886,case0
0100.mp4,44,group1,80.25667618,case0
0100.mp4,45,group1,83.84617965,case0
0100.mp4,46,group1,87.50429919,case0
0100.mp4,47,group1,92.00438299,case0
0100.mp4,48,group1,100.6744544,case0
0100.mp4,49,group1,105.9293424,case0
0100.mp4,50,group1,111.117233,case0
0100.mp4,51,group1,115.0276256,case0
0100.mp4,52,group1,117.4607986,case0
0100.mp4,53,group1,124.9191466,case0
0100.mp4,54,group1,128.6970062,case0
0100.mp4,55,group1,128.6970062,case0
0100.mp4,56,group1,131.7818611,case0
0100.mp4,57,group1,134.967352,case0
0100.mp4,58,group1,139.9650015,case0
0100.mp4,59,group1,141.4297765,case0
0100.mp4,60,group1,143.3657936,case0
0100.mp4,61,group1,145.1533498,case0
0100.mp4,62,group1,147.1424648,case0
0100.mp4,1,group2,10.42696679,case0
0100.mp4,2,group2,9.685016998,case0
0100.mp4,3,group2,9.542006497,case0
0100.mp4,4,group2,9.379789504,case0
0100.mp4,5,group2,9.719325038,case0
0100.mp4,6,group2,10.39316418,case0
0100.mp4,7,group2,10.72900458,case0
0100.mp4,8,group2,11.44381803,case0
0100.mp4,9,group2,11.44381803,case0
0100.mp4,10,group2,12.19505005,case0
0100.mp4,11,group2,12.49523686,case0
0100.mp4,12,group2,12.24691167,case0
0100.mp4,13,group2,11.7950127,case0
0100.mp4,14,group2,11.04158819,case0
0100.mp4,15,group2,10.88876271,case0
0100.mp4,16,group2,11.08590929,case0
0100.mp4,17,group2,9.749644248,case0
0100.mp4,18,group2,9.318365613,case0
0100.mp4,19,group2,8.690582436,case0
0100.mp4,20,group2,8.748113119,case0
0100.mp4,21,group2,8.54919752,case0
0100.mp4,22,group2,7.555275222,case0
0100.mp4,23,group2,6.900123477,case0
0100.mp4,24,group2,6.900123477,case0
0100.mp4,25,group2,6.73701856,case0
0100.mp4,26,group2,6.570409755,case0
0100.mp4,27,group2,6.30339034,case0
0100.mp4,28,group2,6.727504106,case0
0100.mp4,29,group2,6.805101885,case0
0100.mp4,30,group2,6.668306856,case0
0100.mp4,31,group2,6.54422281,case0
0100.mp4,32,group2,6.584438964,case0
0100.mp4,33,group2,6.439584312,case0
0100.mp4,34,group2,6.60306489,case0
0100.mp4,35,group2,6.612442739,case0
0100.mp4,36,group2,6.553347943,case0
0100.mp4,37,group2,6.843316794,case0
0100.mp4,38,group2,7.207673235,case0
0100.mp4,39,group2,7.076724848,case0
0100.mp4,40,group2,7.076724848,case0
0100.mp4,41,group2,7.489951293,case0
0100.mp4,42,group2,7.952109213,case0
0100.mp4,43,group2,7.920676682,case0
0100.mp4,44,group2,8.136053037,case0
0100.mp4,45,group2,7.900042681,case0
0100.mp4,46,group2,7.788526182,case0
0100.mp4,47,group2,7.659107758,case0
0100.mp4,48,group2,7.234345124,case0
0100.mp4,49,group2,6.548962961,case0
0100.mp4,50,group2,5.878320347,case0
0100.mp4,51,group2,5.313613967,case0
0100.mp4,52,group2,4.895695182,case0
0100.mp4,53,group2,4.556200629,case0
0100.mp4,54,group2,3.957541379,case0
0100.mp4,55,group2,3.957541379,case0
0100.mp4,56,group2,3.506018063,case0
0100.mp4,57,group2,3.167288492,case0
0100.mp4,58,group2,2.148388192,case0
0100.mp4,59,group2,2.106013698,case0
0100.mp4,60,group2,2.445760968,case0
0100.mp4,61,group2,2.182641591,case0
0100.mp4,62,group2,2.017344183,case0
0101.mp4,1,group1,149.5161741,case0
0101.mp4,2,group1,151.100614,case0
0101.mp4,3,group1,152.7708138,case0
0101.mp4,4,group1,154.790091,case0
0101.mp4,5,group1,155.2796516,case0
0101.mp4,6,group1,155.6095088,case0
0101.mp4,7,group1,155.1002908,case0
0101.mp4,8,group1,151.7655739,case0
0101.mp4,9,group1,149.2342785,case0
0101.mp4,10,group1,145.4285791,case0
0101.mp4,11,group1,141.3636466,case0
0101.mp4,12,group1,138.1850815,case0
0101.mp4,13,group1,127.7652591,case0
0101.mp4,14,group1,120.5898585,case0
0101.mp4,15,group1,115.3698454,case0
0101.mp4,16,group1,110.4927762,case0
0101.mp4,17,group1,106.6708277,case0
0101.mp4,18,group1,95.28970398,case0
0101.mp4,19,group1,90.95398869,case0
0101.mp4,20,group1,87.21460355,case0
0101.mp4,21,group1,83.82978036,case0
0101.mp4,22,group1,71.81464433,case0
0101.mp4,23,group1,67.80384797,case0
0101.mp4,24,group1,61.12075375,case0
0101.mp4,25,group1,58.86754264,case0
0101.mp4,26,group1,56.50212519,case0
0101.mp4,27,group1,51.97463185,case0
0101.mp4,28,group1,50.21678704,case0
0101.mp4,29,group1,48.58720636,case0
0101.mp4,30,group1,47.15572165,case0
0101.mp4,31,group1,45.80255189,case0
0101.mp4,32,group1,45.44049723,case0
0101.mp4,33,group1,45.81751684,case0
0101.mp4,34,group1,46.66292692,case0
0101.mp4,35,group1,46.92530181,case0
0101.mp4,36,group1,49.8634716,case0
0101.mp4,37,group1,52.23968075,case0
0101.mp4,38,group1,54.85999062,case0
0101.mp4,39,group1,58.18571901,case0
0101.mp4,40,group1,61.70921553,case0
0101.mp4,41,group1,69.30961781,case0
0101.mp4,42,group1,78.36816303,case0
0101.mp4,43,group1,82.04865827,case0
0101.mp4,44,group1,85.4057304,case0
0101.mp4,45,group1,93.34569554,case0
0101.mp4,46,group1,96.16906351,case0
0101.mp4,47,group1,99.44482224,case0
0101.mp4,48,group1,103.5170152,case0
0101.mp4,49,group1,107.8764176,case0
0101.mp4,50,group1,113.8104313,case0
0101.mp4,51,group1,116.6157539,case0
0101.mp4,52,group1,120.3399282,case0
0101.mp4,53,group1,124.1807348,case0
0101.mp4,54,group1,131.1696576,case0
0101.mp4,55,group1,132.6981856,case0
0101.mp4,56,group1,136.0485573,case0
0101.mp4,57,group1,139.112307,case0
0101.mp4,58,group1,140.7485881,case0
0101.mp4,59,group1,143.3807244,case0
0101.mp4,60,group1,144.8332461,case0
0101.mp4,61,group1,146.6303508,case0
0101.mp4,62,group1,149.1854426,case0
0101.mp4,1,group2,1.896443004,case0
0101.mp4,2,group2,1.363053041,case0
0101.mp4,3,group2,0.867884817,case0
0101.mp4,4,group2,1.144521139,case0
0101.mp4,5,group2,0.916625047,case0
0101.mp4,6,group2,0.635617404,case0
0101.mp4,7,group2,0.333217609,case0
0101.mp4,8,group2,0.927355274,case0
0101.mp4,9,group2,1.275524167,case0
0101.mp4,10,group2,2.020800258,case0
0101.mp4,11,group2,2.292874014,case0
0101.mp4,12,group2,2.897837529,case0
0101.mp4,13,group2,5.777493094,case0
0101.mp4,14,group2,7.010123674,case0
0101.mp4,15,group2,7.407292344,case0
0101.mp4,16,group2,8.050272692,case0
0101.mp4,17,group2,8.113991526,case0
0101.mp4,18,group2,7.807609731,case0
0101.mp4,19,group2,6.94971065,case0
0101.mp4,20,group2,6.269232564,case0
0101.mp4,21,group2,5.927770916,case0
0101.mp4,22,group2,4.610951426,case0
0101.mp4,23,group2,4.397385071,case0
0101.mp4,24,group2,4.40855926,case0
0101.mp4,25,group2,3.829693898,case0
0101.mp4,26,group2,3.815596387,case0
0101.mp4,27,group2,4.258937136,case0
0101.mp4,28,group2,4.539692062,case0
0101.mp4,29,group2,4.280868874,case0
0101.mp4,30,group2,4.577381046,case0
0101.mp4,31,group2,3.883112807,case0
0101.mp4,32,group2,3.656384678,case0
0101.mp4,33,group2,3.529165574,case0
0101.mp4,34,group2,3.729160343,case0
0101.mp4,35,group2,4.024074251,case0
0101.mp4,36,group2,4.381149711,case0
0101.mp4,37,group2,4.101856446,case0
0101.mp4,38,group2,4.354163634,case0
0101.mp4,39,group2,4.626879427,case0
0101.mp4,40,group2,4.717939509,case0
0101.mp4,41,group2,5.424324503,case0
0101.mp4,42,group2,5.965241334,case0
0101.mp4,43,group2,6.488420164,case0
0101.mp4,44,group2,6.887767665,case0
0101.mp4,45,group2,6.45758869,case0
0101.mp4,46,group2,6.978923369,case0
0101.mp4,47,group2,6.925388347,case0
0101.mp4,48,group2,6.574651303,case0
0101.mp4,49,group2,6.264956865,case0
0101.mp4,50,group2,5.630083952,case0
0101.mp4,51,group2,5.662602482,case0
0101.mp4,52,group2,5.073191308,case0
0101.mp4,53,group2,4.454649377,case0
0101.mp4,54,group2,3.487296515,case0
0101.mp4,55,group2,3.756078119,case0
0101.mp4,56,group2,3.269604725,case0
0101.mp4,57,group2,2.282389673,case0
0101.mp4,58,group2,2.081848489,case0
0101.mp4,59,group2,2.531452522,case0
0101.mp4,60,group2,2.775351747,case0
0101.mp4,61,group2,2.693437288,case0
0101.mp4,62,group2,1.991669502,case0
0102.mp4,1,group1,149.9885499,case0
0102.mp4,2,group1,150.9826976,case0
0102.mp4,3,group1,150.7807153,case0
0102.mp4,4,group1,149.6929394,case0
0102.mp4,5,group1,149.6929394,case0
0102.mp4,6,group1,147.9615547,case0
0102.mp4,7,group1,145.9339857,case0
0102.mp4,8,group1,138.2537659,case0
0102.mp4,9,group1,135.3376166,case0
0102.mp4,10,group1,130.039876,case0
0102.mp4,11,group1,125.4198677,case0
0102.mp4,12,group1,119.120917,case0
0102.mp4,13,group1,119.120917,case0
0102.mp4,14,group1,108.1300157,case0
0102.mp4,15,group1,100.8655357,case0
0102.mp4,16,group1,95.81758198,case0
0102.mp4,17,group1,91.54820831,case0
0102.mp4,18,group1,86.94746119,case0
0102.mp4,19,group1,77.41742802,case0
0102.mp4,20,group1,73.38034225,case0
0102.mp4,21,group1,73.38034225,case0
0102.mp4,22,group1,69.17163433,case0
0102.mp4,23,group1,65.31776839,case0
0102.mp4,24,group1,59.17095331,case0
0102.mp4,25,group1,54.0256113,case0
0102.mp4,26,group1,51.84145682,case0
0102.mp4,27,group1,48.08322719,case0
0102.mp4,28,group1,48.08322719,case0
0102.mp4,29,group1,46.39799754,case0
0102.mp4,30,group1,43.71223739,case0
0102.mp4,31,group1,43.5334606,case0
0102.mp4,32,group1,43.62526859,case0
0102.mp4,33,group1,44.44599436,case0
0102.mp4,34,group1,45.62610762,case0
0102.mp4,35,group1,48.68812582,case0
0102.mp4,36,group1,48.68812582,case0
0102.mp4,37,group1,50.39778706,case0
0102.mp4,38,group1,53.51954209,case0
0102.mp4,39,group1,55.53176363,case0
0102.mp4,40,group1,57.96097164,case0
0102.mp4,41,group1,64.83130866,case0
0102.mp4,42,group1,69.00820156,case0
0102.mp4,43,group1,69.00820156,case0
0102.mp4,44,group1,71.88641596,case0
0102.mp4,45,group1,75.23760046,case0
0102.mp4,46,group1,77.77515917,case0
0102.mp4,47,group1,84.1743839,case0
0102.mp4,48,group1,86.40145587,case0
0102.mp4,49,group1,88.67094331,case0
0102.mp4,50,group1,92.86210448,case0
0102.mp4,51,group1,92.86210448,case0
0102.mp4,52,group1,103.2079696,case0
0102.mp4,53,group1,108.2253036,case0
0102.mp4,54,group1,111.0744351,case0
0102.mp4,55,group1,113.415701,case0
0102.mp4,56,group1,117.0619838,case0
0102.mp4,57,group1,125.2956539,case0
0102.mp4,58,group1,128.7043281,case0
0102.mp4,59,group1,128.7043281,case0
0102.mp4,60,group1,130.1198302,case0
0102.mp4,61,group1,133.529966,case0
0102.mp4,62,group1,137.0079803,case0
0102.mp4,1,group2,2.085591433,case0
0102.mp4,2,group2,2.120712266,case0
0102.mp4,3,group2,2.034303542,case0
0102.mp4,4,group2,2.308235109,case0
0102.mp4,5,group2,2.308235109,case0
0102.mp4,6,group2,2.8350476,case0
0102.mp4,7,group2,3.185422644,case0
0102.mp4,8,group2,4.240529776,case0
0102.mp4,9,group2,4.351260803,case0
0102.mp4,10,group2,5.671283653,case0
0102.mp4,11,group2,7.094551642,case0
0102.mp4,12,group2,6.981785219,case0
0102.mp4,13,group2,6.981785219,case0
0102.mp4,14,group2,8.056132994,case0
0102.mp4,15,group2,8.492254233,case0
0102.mp4,16,group2,7.878916906,case0
0102.mp4,17,group2,6.030995565,case0
0102.mp4,18,group2,4.989364396,case0
0102.mp4,19,group2,4.022988251,case0
0102.mp4,20,group2,3.448548852,case0
0102.mp4,21,group2,3.448548852,case0
0102.mp4,22,group2,2.745046197,case0
0102.mp4,23,group2,2.432298665,case0
0102.mp4,24,group2,1.90134025,case0
0102.mp4,25,group2,2.605170753,case0
0102.mp4,26,group2,2.184868232,case0
0102.mp4,27,group2,2.461299649,case0
0102.mp4,28,group2,2.461299649,case0
0102.mp4,29,group2,2.561607807,case0
0102.mp4,30,group2,2.348895225,case0
0102.mp4,31,group2,2.404445154,case0
0102.mp4,32,group2,2.613209886,case0
0102.mp4,33,group2,2.87042798,case0
0102.mp4,34,group2,3.077136825,case0
0102.mp4,35,group2,3.124647621,case0
0102.mp4,36,group2,3.124647621,case0
0102.mp4,37,group2,3.294377822,case0
0102.mp4,38,group2,3.257050838,case0
0102.mp4,39,group2,3.718880909,case0
0102.mp4,40,group2,3.6568423,case0
0102.mp4,41,group2,3.380376733,case0
0102.mp4,42,group2,3.204082721,case0
0102.mp4,43,group2,3.204082721,case0
0102.mp4,44,group2,3.259188687,case0
0102.mp4,45,group2,3.076283051,case0
0102.mp4,46,group2,3.016580368,case0
0102.mp4,47,group2,3.701402455,case0
0102.mp4,48,group2,4.12729207,case0
0102.mp4,49,group2,5.443223636,case0
0102.mp4,50,group2,4.908139787,case0
0102.mp4,51,group2,4.908139787,case0
0102.mp4,52,group2,4.99023866,case0
0102.mp4,53,group2,4.234915361,case0
0102.mp4,54,group2,4.459676396,case0
0102.mp4,55,group2,4.498232814,case0
0102.mp4,56,group2,4.428462431,case0
0102.mp4,57,group2,3.887046996,case0
0102.mp4,58,group2,3.447189644,case0
0102.mp4,59,group2,3.447189644,case0
0102.mp4,60,group2,4.376730579,case0
0102.mp4,61,group2,4.62086886,case0
0102.mp4,62,group2,4.497904965,case0
0104.mp4,1,group1,145.0454328,case0
0104.mp4,2,group1,145.1627891,case0
0104.mp4,3,group1,144.6449105,case0
0104.mp4,4,group1,144.3573458,case0
0104.mp4,5,group1,144.3573458,case0
0104.mp4,6,group1,143.3845357,case0
0104.mp4,7,group1,139.087732,case0
0104.mp4,8,group1,136.7750026,case0
0104.mp4,9,group1,133.7646923,case0
0104.mp4,10,group1,124.7022061,case0
0104.mp4,11,group1,121.1684575,case0
0104.mp4,12,group1,116.5612217,case0
0104.mp4,13,group1,116.5612217,case0
0104.mp4,14,group1,112.3692272,case0
0104.mp4,15,group1,104.2489451,case0
0104.mp4,16,group1,99.21634558,case0
0104.mp4,17,group1,95.09300136,case0
0104.mp4,18,group1,90.28702071,case0
0104.mp4,19,group1,86.08420724,case0
0104.mp4,20,group1,78.62140595,case0
0104.mp4,21,group1,78.62140595,case0
0104.mp4,22,group1,76.03482014,case0
0104.mp4,23,group1,73.02244034,case0
0104.mp4,24,group1,65.87187432,case0
0104.mp4,25,group1,61.28947991,case0
0104.mp4,26,group1,59.46977408,case0
0104.mp4,27,group1,55.76972742,case0
0104.mp4,28,group1,55.76972742,case0
0104.mp4,29,group1,51.55549387,case0
0104.mp4,30,group1,51.49393679,case0
0104.mp4,31,group1,52.64346105,case0
0104.mp4,32,group1,53.77159998,case0
0104.mp4,33,group1,56.2515597,case0
0104.mp4,34,group1,62.99288811,case0
0104.mp4,35,group1,67.88124767,case0
0104.mp4,36,group1,67.88124767,case0
0104.mp4,37,group1,70.72559799,case0
0104.mp4,38,group1,76.75064446,case0
0104.mp4,39,group1,80.62056134,case0
0104.mp4,40,group1,84.27568243,case0
0104.mp4,41,group1,88.76392268,case0
0104.mp4,42,group1,96.82910567,case0
0104.mp4,43,group1,96.82910567,case0
0104.mp4,44,group1,99.75733755,case0
0104.mp4,45,group1,102.7526829,case0
0104.mp4,46,group1,108.3197242,case0
0104.mp4,47,group1,113.4631571,case0
0104.mp4,48,group1,120.7346448,case0
0104.mp4,49,group1,123.8419574,case0
0104.mp4,50,group1,126.8610513,case0
0104.mp4,51,group1,126.8610513,case0
0104.mp4,52,group1,132.2769952,case0
0104.mp4,53,group1,135.4755181,case0
0104.mp4,54,group1,138.2063643,case0
0104.mp4,55,group1,140.7200925,case0
0104.mp4,56,group1,145.7317165,case0
0104.mp4,57,group1,147.0427303,case0
0104.mp4,58,group1,146.5966234,case0
0104.mp4,59,group1,146.5966234,case0
0104.mp4,60,group1,147.2126791,case0
0104.mp4,61,group1,148.3826085,case0
0104.mp4,62,group1,147.0292202,case0
0104.mp4,1,group2,3.033724143,case0
0104.mp4,2,group2,3.03434569,case0
0104.mp4,3,group2,2.931489871,case0
0104.mp4,4,group2,2.759198349,case0
0104.mp4,5,group2,2.759198349,case0
0104.mp4,6,group2,2.562140561,case0
0104.mp4,7,group2,3.033881237,case0
0104.mp4,8,group2,3.092211052,case0
0104.mp4,9,group2,2.302559222,case0
0104.mp4,10,group2,2.373313152,case0
0104.mp4,11,group2,2.451805686,case0
0104.mp4,12,group2,1.980987086,case0
0104.mp4,13,group2,1.980987086,case0
0104.mp4,14,group2,2.715812988,case0
0104.mp4,15,group2,3.81315118,case0
0104.mp4,16,group2,3.299247746,case0
0104.mp4,17,group2,3.674778377,case0
0104.mp4,18,group2,3.688165548,case0
0104.mp4,19,group2,3.758673591,case0
0104.mp4,20,group2,4.355393068,case0
0104.mp4,21,group2,4.355393068,case0
0104.mp4,22,group2,4.403907901,case0
0104.mp4,23,group2,5.063287534,case0
0104.mp4,24,group2,6.036432396,case0
0104.mp4,25,group2,6.593400172,case0
0104.mp4,26,group2,7.646437757,case0
0104.mp4,27,group2,7.211648405,case0
0104.mp4,28,group2,7.211648405,case0
0104.mp4,29,group2,8.374897923,case0
0104.mp4,30,group2,5.79358502,case0
0104.mp4,31,group2,8.895774979,case0
0104.mp4,32,group2,8.680200548,case0
0104.mp4,33,group2,8.680104926,case0
0104.mp4,34,group2,7.556313411,case0
0104.mp4,35,group2,5.051846967,case0
0104.mp4,36,group2,5.051846967,case0
0104.mp4,37,group2,5.285596531,case0
0104.mp4,38,group2,4.481300775,case0
0104.mp4,39,group2,4.713766263,case0
0104.mp4,40,group2,4.356294653,case0
0104.mp4,41,group2,3.97021138,case0
0104.mp4,42,group2,3.491285345,case0
0104.mp4,43,group2,3.491285345,case0
0104.mp4,44,group2,2.996752329,case0
0104.mp4,45,group2,3.09755909,case0
0104.mp4,46,group2,3.45861655,case0
0104.mp4,47,group2,3.429205756,case0
0104.mp4,48,group2,3.87814043,case0
0104.mp4,49,group2,4.070382934,case0
0104.mp4,50,group2,4.309699102,case0
0104.mp4,51,group2,4.309699102,case0
0104.mp4,52,group2,4.200709774,case0
0104.mp4,53,group2,3.906465224,case0
0104.mp4,54,group2,3.938635415,case0
0104.mp4,55,group2,4.342818689,case0
0104.mp4,56,group2,5.541673983,case0
0104.mp4,57,group2,5.526504133,case0
0104.mp4,58,group2,4.825760875,case0
0104.mp4,59,group2,4.825760875,case0
0104.mp4,60,group2,4.703486829,case0
0104.mp4,61,group2,5.357839442,case0
0104.mp4,62,group2,4.537923043,case0
0105.mp4,1,group1,144.2453171,case0
0105.mp4,2,group1,141.319428,case0
0105.mp4,3,group1,139.4095158,case0
0105.mp4,4,group1,139.4095158,case0
0105.mp4,5,group1,136.9294195,case0
0105.mp4,6,group1,133.8984001,case0
0105.mp4,7,group1,124.7176696,case0
0105.mp4,8,group1,120.9996562,case0
0105.mp4,9,group1,120.9996562,case0
0105.mp4,10,group1,116.2000003,case0
0105.mp4,11,group1,111.2714382,case0
0105.mp4,12,group1,101.1732426,case0
0105.mp4,13,group1,101.1732426,case0
0105.mp4,14,group1,96.32809081,case0
0105.mp4,15,group1,90.3961125,case0
0105.mp4,16,group1,81.72906006,case0
0105.mp4,17,group1,77.62008656,case0
0105.mp4,18,group1,77.62008656,case0
0105.mp4,19,group1,74.3395467,case0
0105.mp4,20,group1,69.62407972,case0
0105.mp4,21,group1,64.43138059,case0
0105.mp4,22,group1,54.41661572,case0
0105.mp4,23,group1,54.41661572,case0
0105.mp4,24,group1,51.28749091,case0
0105.mp4,25,group1,48.5209262,case0
0105.mp4,26,group1,46.79210287,case0
0105.mp4,27,group1,46.79210287,case0
0105.mp4,28,group1,48.24265747,case0
0105.mp4,29,group1,50.89466624,case0
0105.mp4,30,group1,53.12729799,case0
0105.mp4,31,group1,59.72585154,case0
0105.mp4,32,group1,59.72585154,case0
0105.mp4,33,group1,63.09299819,case0
0105.mp4,34,group1,67.70364909,case0
0105.mp4,35,group1,72.69533575,case0
0105.mp4,36,group1,76.86019386,case0
0105.mp4,37,group1,76.86019386,case0
0105.mp4,38,group1,83.10844408,case0
0105.mp4,39,group1,87.68836596,case0
0105.mp4,40,group1,91.91048155,case0
0105.mp4,41,group1,91.91048155,case0
0105.mp4,42,group1,97.2191368,case0
0105.mp4,43,group1,107.6977876,case0
0105.mp4,44,group1,112.6126825,case0
0105.mp4,45,group1,112.7383921,case0
0105.mp4,46,group1,112.7383921,case0
0105.mp4,47,group1,120.2263968,case0
0105.mp4,48,group1,123.0729601,case0
0105.mp4,49,group1,126.0997448,case0
0105.mp4,50,group1,129.7799463,case0
0105.mp4,51,group1,129.7799463,case0
